date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:21:40	6091/6091	---M-Z	200	added ('OK')	text/css	etag:%2217cb-659dfc5b-292e8323c199c54a;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/tablepress/css/build/default.css?ver=2.2.4	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/tablepress/css/build/defaultac31.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:40	117332/117332	---M-Z	200	added ('OK')	text/css	etag:%221ca54-655c4ad7-59cc9f7482224277;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.17.3	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/elementor/assets/css/frontend-lite.min8864.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:41	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-655c4ada-d18137a39cc4aa9;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:41	1107/1107	---M-Z	200	added ('OK')	text/css	etag:%22453-655c4b99-3d0328a319d6df9e;gz%22	https://www.wakafselangor.gov.my/wp-content/uploads/elementor/css/post-6.css?ver=1700547481	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/uploads/elementor/css/post-6b3d4.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:41	302368/302368	---M-Z	200	added ('OK')	text/css	etag:%2249d20-65139093-ecfa35b0e9944e65;gz%22	https://www.wakafselangor.gov.my/wp-content/uploads/element-pack/minified/css/ep-styles.css?ver=1695781011	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/uploads/element-pack/minified/css/ep-styles5c52.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:41	5855/5855	---M-Z	200	added ('OK')	text/css	etag:%2216df-64f96012-4641db1779d72362;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/wpforms/assets/pro/css/dropzone.min.css?ver=5.9.3	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/wpforms/assets/pro/css/dropzone.min7404.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:42	7506/7506	---M-Z	200	added ('OK')	text/css	etag:%221d52-64f9600f-8408f572db31c88b;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/wpforms/assets/css/integrations/stripe/wpforms-stripe.min.css?ver=1.8.3.2	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/wpforms/assets/css/integrations/stripe/wpforms-stripe.minbefe.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:43	544/544	---M-Z	200	added ('OK')	text/css	etag:%22220-650bb22d-bb41d9669097bdf5;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/wpdatatables/integrations/page_builders/elementor/css/style.css?ver=5.8.2	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/wpdatatables/integrations/page_builders/elementor/css/style080f.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:43	23463/23463	---M-Z	200	added ('OK')	text/css	etag:%225ba7-655c4b9a-5ed6d21f612c601a;gz%22	https://www.wakafselangor.gov.my/wp-content/uploads/elementor/css/global.css?ver=1700547482	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/uploads/elementor/css/global0467.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:43	34442/34442	---M-Z	200	added ('OK')	text/css	etag:%22868a-655c6485-af68d202794d569c;gz%22	https://www.wakafselangor.gov.my/wp-content/uploads/elementor/css/post-3359.css?ver=1700553861	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/uploads/elementor/css/post-33599521.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:43	3930/3930	---M-Z	200	added ('OK')	text/css	etag:%22f5a-6506fdfa-597c614b8a7814cd;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/wps-visitor-counter/styles/css/default.css?ver=2	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/wps-visitor-counter/styles/css/default77ae.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:44	8320/8320	---M-Z	200	added ('OK')	text/css	etag:%222080-659dfc3c-c182dba9f4296bd5;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/youtube-embed-plus/styles/ytprefs.min.css?ver=14.2.1	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/youtube-embed-plus/styles/ytprefs.min2b85.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:44	3443/3443	---M-Z	200	added ('OK')	text/css	etag:%22d73-65dc04c7-c84a54ebfed2ec01;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.9.10	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.minf443.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:44	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-655c4c21-e581033ed4cec07e;gz%22	https://www.wakafselangor.gov.my/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:44	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-64830abc-927af484daca4685;gz%22	https://www.wakafselangor.gov.my/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:44	15370/15370	---M-Z	200	added ('OK')	application/javascript	etag:%223c0a-65d413bb-a294f9769b94c384;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/booster/assets/js/circle-progress.js?ver=1.2.2	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/booster/assets/js/circle-progress8d1e.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:45	9527/9527	---M-Z	200	added ('OK')	application/javascript	etag:%222537-65d413bb-116c1501db1c9ee6;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/booster/assets/js/global.js?ver=1.0.0	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/booster/assets/js/global8a54.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:46	22221/22221	---M-Z	200	added ('OK')	application/javascript	etag:%2256cd-65d413bf-c0ce249ef8ff855d;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min.js?ver=3.4.6	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min9bf7.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:46	4135/4135	---M-Z	200	added ('OK')	application/javascript	etag:%221027-65d413bf-56a20169b08c5209;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/tocca.min.js?ver=2.0.9	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/tocca.minffdc.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:46	45479/45479	---M-Z	200	added ('OK')	application/javascript	etag:%22b1a7-65d413bf-a1b9fa97baff8a43;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.min.js?ver=3.1.5	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.minc6bd.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:46	6341/6341	---M-Z	200	added ('OK')	application/javascript	etag:%2218c5-65d413bf-9bfe16f3ae9b51a3;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/jquery.fullscreen.min.js?ver=0.6.0	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/jquery.fullscreen.mina307.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:47	192638/192638	---M-Z	200	added ('OK')	application/javascript	etag:%222f07e-65d413bf-199b6c048be97893;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/scripts.min.js?ver=1.8.21	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/photo-gallery/js/scripts.min0445.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:48	14318/14318	---M-Z	200	added ('OK')	application/javascript	etag:%2237ee-64f96011-5795daf4c2bb676e;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/wpforms/assets/js/integrations/stripe/wpforms-stripe-payment-element.min.js?ver=1.8.3.2	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/wpforms/assets/js/integrations/stripe/wpforms-stripe-payment-element.minbefe.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:49	288/288	---M-Z	200	added ('OK')	application/javascript	etag:%22120-6506fdfa-9618b3de0d4fb5f;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/wps-visitor-counter/styles/js/custom.js?ver=1	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/wps-visitor-counter/styles/js/custom68b3.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:49	14742/14742	---M-Z	200	added ('OK')	application/javascript	etag:%223996-659dfc3c-dc3075080a8bc42a;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/youtube-embed-plus/scripts/ytprefs.min.js?ver=14.2.1	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/youtube-embed-plus/scripts/ytprefs.min2b85.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:50	43515/43515	---M--	200	added ('OK')	image/png	etag:%22a9fb-650477a9-e643d73253c441e8;;;%22	https://www.wakafselangor.gov.my/wp-content/uploads/2023/09/logoPWShitam200.png	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/uploads/2023/09/logoPWShitam200.png	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:52	46541/46541	---M--	200	added ('OK')	image/png	etag:%22b5cd-650477aa-573456f3cdce8610;;;%22	https://www.wakafselangor.gov.my/wp-content/uploads/2023/09/logoPWSputih200.png	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/uploads/2023/09/logoPWSputih200.png	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:53	9921/9921	---M-Z	200	added ('OK')	text/css	etag:%2226c1-655c4ad7-636525a0cd50a07f;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:53	1839/1839	---M-Z	200	added ('OK')	text/css	etag:%2272f-65030d83-14b042537d769623;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/bdthemes-element-pack/assets/css/ep-context-menu.css?ver=7.3.1	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/bdthemes-element-pack/assets/css/ep-context-menud5a8.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:54	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-655c4ad9-ed869c9fdd261d2;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.17.3	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/elementor/assets/lib/animations/animations.min8864.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:54	58327/58327	---M-Z	200	added ('OK')	text/css	etag:%22e3d7-659dfbce-3b1741ef8c82ef20;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/revslider/public/assets/css/rs6ec8f.css	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:54	10770/10770	---M-Z	200	added ('OK')	application/javascript	etag:%222a12-65007bc7-9c53409223d077a5;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/contact-form-7/includes/swv/js/index41a3.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:55	12943/12943	---M-Z	200	added ('OK')	application/javascript	etag:%22328f-65007bc7-e4724d64bf137c70;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/contact-form-7/includes/js/index41a3.js	(from https://www.wakafselangor.gov.my/prosedur/)
12:21:58	165339/165339	---M-Z	200	added ('OK')	application/javascript	etag:%22285db-659dfbce-cfff1da23db12c1;gz%22	https://www.wakafselangor.gov.my/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.20	C:/PWS/WAQF%20PARTICIPATION%20PROCEDURE/www.wakafselangor.gov.my/wp-content/plugins/revslider/public/assets/js/rbtools.minec8f.js	(from https://www.wakafselangor.gov.my/prosedur/)
